,Company_ID,guid,Employee_Size_Location,Primary_NAICS_Code
351,125136,63eb15cd-588e-4cfc-b5b1-212ec6611a3f,41,61111007
352,125151,addaf622-eb40-437b-9956-ae4ec7106842,9,72111002
353,12505460,f278838d-0a00-44b0-824a-32240a0fd364,13,48511901
354,8768231,b9a04771-d6f1-4a6a-be0c-fddc38235e14,1,81111104
355,7929972,31b39bfa-1988-4f64-aab7-fc4d90ea5e7b,2,54111002
357,12392518,f464eb1f-cf63-4825-9180-21707f455e0a,3,44531004
358,7548588,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,1,62139923
361,5349113,742d8fa2-202d-4c73-8f38-d84718c2dcb4,2,45112020
362,2003414,c42efed7-fd70-4b2e-9948-60167953eba9,2,72251117
364,8302733,66b6f6a8-a064-47b7-ae5e-1a5814a11f82,32,92212003
365,1164792,56113026-3e3d-49e7-8e84-dfa7d285a09d,4,54192110
366,14502703,82114059-a900-43e0-9f8d-ff0adf1d647c,8,52211002
367,2054319,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,3,62111107
368,125164,dacd3680-d9e2-41c2-a817-6d16204df86a,15,42332030
369,2561924,264e708a-7741-4914-b832-597a4e6494d4,4,23835003
370,14865999,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,3,62111107
371,6600766,36b2ebb5-8083-4c1d-b27a-a920c017fbc3,2,54121101
372,1256552,d77f0dca-697e-4fdc-8018-b9b2721d0ace,25,72111002
373,12988151,6d2093bf-c7d6-437b-8fcd-4a2d24618494,3,62111107
374,8768211,f1a032c2-a429-4a8e-ba9d-0731c9ece83f,17,72251115
375,5334173,1651b3e0-0946-4fc1-99f7-b328d65424d0,2,23611512
376,7494610,ba49a37a-824d-44ac-afaf-3a06e6bcd78d,3,56299806
377,10658756,6d8ec4ad-0858-4281-8088-160dbb0e5773,4,72251505
378,8974720,21883a26-8378-4c49-8249-b4a10140a12e,12,72111002
379,4473819,d75e2a30-af04-4abd-bc8c-cd95e04f49f7,4,45111057
380,10027465,65e66428-99b3-4f66-8e9e-244d11607166,2,81311008
381,9383518,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,1,23611505
382,3794344,e8f250f1-ece4-48aa-942d-0bfbd2270f9b,25,81331905
383,9859072,c42efed7-fd70-4b2e-9948-60167953eba9,3,44531005
384,8197295,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,10,71219004
385,125189,51de717f-b22a-49e2-9d54-d342696b2d72,4,45322013
386,125174,78b085dd-7505-46c9-93a4-ccc651623a8e,20,71219001
387,8504452,b924e5aa-1b7d-4249-b39b-8bd2f4b4cf77,1,72111002
388,5504102,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,2,23611505
389,11014351,b869173b-7921-4e11-82ff-6b3840c4a233,1,54143006
390,8974707,f2fce69b-2693-4624-9c9b-2eeed6fa7672,10,72111002
391,3794419,ad9b7cc0-652e-4ac7-8a3b-c1bf8e986159,1,62139933
392,125177,a8416ee4-94d6-47f7-afc6-a3f816217479,8,71391002
393,1101493,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,5,72251512
394,5771533,25d6c7cb-4c6e-4ea3-8b04-8f84cbca61e3,2,81211202
395,10027489,f278838d-0a00-44b0-824a-32240a0fd364,6,92112007
396,3618138,86e03389-26b7-4cc0-8a93-fbe77592752e,14,42331046
397,9859057,f278838d-0a00-44b0-824a-32240a0fd364,2,23899096
398,11786340,aaa94dcc-69de-41cd-905d-32d4a66202bb,4,23831006
399,15103177,56113026-3e3d-49e7-8e84-dfa7d285a09d,6,45112035
400,5836650,c42efed7-fd70-4b2e-9948-60167953eba9,10,45112035
401,15103145,3a497b68-28b7-4207-aaa4-90aba4a98019,2,53132003
402,15600365,6949e6b1-a078-4dfc-84e8-a4329e03858b,4,92112006
403,14502706,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,2,54192110
404,2256742,d77f0dca-697e-4fdc-8018-b9b2721d0ace,6,54121301
405,15367211,860edc35-9b6c-4597-a8b0-5af7367cd727,2,54121301
406,2567128,f29bc7b8-c17b-4f39-81ea-4c9323dc2109,2,23611506
407,3864570,7e06d361-c75c-433a-b2b8-f26286c48737,9,61111018
408,3812926,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,2,56171009
409,6600757,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,6,92112007
410,5152721,f3f9d2f4-b6a9-46de-9978-34793b413735,8,53212016
411,5152768,73c2d329-a17e-46ab-bf79-b2dd1cc41ac2,5,42372027
412,5479440,6d2093bf-c7d6-437b-8fcd-4a2d24618494,3,62111107
413,11442730,23b07a61-0092-4b16-9889-d8e521db0e7a,2,45322013
414,12068124,38c3dbc6-b31a-4f26-a296-c556eb04c2fe,8,44529202
415,2627349,e244a1fd-3982-49f2-8bb9-ecca2ab4c825,2,54161401
416,6600809,6d2093bf-c7d6-437b-8fcd-4a2d24618494,3,62111107
417,125132,23b07a61-0092-4b16-9889-d8e521db0e7a,5,45322013
418,11976871,a4f675ae-64dd-477f-8cf3-3a47ffa5b922,2,81311008
419,13219004,3d7e7210-4e34-4927-8fec-2c71d1c028ac,7,81341020
420,124552,217fa885-7703-43be-8128-eef5f0458307,25,44719005
421,14089244,11cf9422-cb47-437c-9967-32a682fe2fb7,3,62111107
422,125158,50852deb-2ec1-46a9-9325-8d48d5e21036,20,72251117
423,1195558,c619e85a-cfcd-42b6-bc5c-cb417fa28fd9,2,45392002
424,6600799,69be26d0-c2a5-4754-9f26-3dc1a8727375,3,62132003
425,8768226,23b07a61-0092-4b16-9889-d8e521db0e7a,2,44831012
426,6256855,f278838d-0a00-44b0-824a-32240a0fd364,6,81119208
427,8302736,b3e31005-960a-475e-a601-0f762e319df3,5,53111004
428,14174566,47d5c5d0-4a41-424b-a673-58c207472ad9,7,62211003
429,5234600,79bb67e7-43e6-4c2a-927f-44d28dd54f94,6,72241001
430,10027479,64299c92-094c-4afa-b4e8-46845543e175,59,62421001
431,5504137,6d2093bf-c7d6-437b-8fcd-4a2d24618494,60,62419049
432,15367209,e8f250f1-ece4-48aa-942d-0bfbd2270f9b,2,51511203
433,8302735,de2bffad-0afb-4cf8-acc4-19f080230be5,4,92216003
434,6600810,143794fc-8a6b-4066-9056-5a25c53ce436,3,51511203
435,2506800,31ebddf1-0b54-4d01-a044-aa7cfc3856bd,1,44229956
436,8504450,56113026-3e3d-49e7-8e84-dfa7d285a09d,4,44811005
437,7419160,6d2093bf-c7d6-437b-8fcd-4a2d24618494,3,62111107
438,11764396,95234428-24af-4416-93f8-e779d161ba02,6,44611009
439,2082231,0d484aee-9aff-4a66-815c-b60ef56c79b7,2,54111002
441,13005922,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,15,31181102
443,125140,5fa8cefd-44af-4597-9e55-d6b28c593f77,1,56171009
444,14502695,e5c072dc-2c07-4054-b0e4-ba376b7268f8,1,72111002
445,14174869,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,10,62211002
446,10027480,0d484aee-9aff-4a66-815c-b60ef56c79b7,5,54111002
447,2146631,0afc30fd-7beb-476c-9db0-4c2cc0882d6c,5,81119101
448,11658749,f278838d-0a00-44b0-824a-32240a0fd364,4,42361007
449,125179,bc2b1846-bf3c-4698-a7f6-a4dc291aa292,7,51912006
450,7494603,3465b496-2650-43af-a404-4e5af682e0aa,2,23822025
451,4599789,902c1bee-7aef-44b7-8658-9cd5939f8a5d,5,51224002
453,14499497,0d484aee-9aff-4a66-815c-b60ef56c79b7,4,51111003
455,12143313,8cd43e83-1160-476e-bb0d-916efd363cee,1,81311008
456,6600783,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,1,23831003
457,8051150,f278838d-0a00-44b0-824a-32240a0fd364,4,42361007
458,12315143,d75e2a30-af04-4abd-bc8c-cd95e04f49f7,2,44619103
459,5504119,f278838d-0a00-44b0-824a-32240a0fd364,6,56211901
460,11442739,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,2,23832003
462,11442721,e01ed211-40b8-46e5-bc72-362e26a9f308,35,72111002
463,15600366,6949e6b1-a078-4dfc-84e8-a4329e03858b,20,92112006
464,14502696,32525316-9410-474d-8169-b695f89eef87,4,48531002
465,3309381,8ced02c5-e98d-45a0-9c18-a91efebcf5b2,2,81211202
466,3887026,ba49a37a-824d-44ac-afaf-3a06e6bcd78d,15,49111001
467,2682091,4a6e90f7-5088-496a-bba8-dd1038bc1e0c,4,44419031
468,11839283,4054f4d2-e3a6-4725-806b-a85b31da4ab5,10,72251117
469,12315157,eebeffa0-dd71-4010-849b-14d6287fc1a9,1,71211001
470,14502704,56113026-3e3d-49e7-8e84-dfa7d285a09d,5,45211101
471,9513911,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,1,56173022
472,1799175,27eb6d95-6fae-4f3a-8aa1-6f65f3f55977,3,72121102
473,124479,ae0435ae-3da1-41ef-8a04-5ebbdf16de85,5,72241001
475,124563,0b7f16ca-01fb-4294-b472-5ec1db9a26dd,8,72111002
476,13433627,1651b3e0-0946-4fc1-99f7-b328d65424d0,1,62139920
477,13940939,f278838d-0a00-44b0-824a-32240a0fd364,6,62121003
478,6600805,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,2,23832003
479,11854325,2bd8ca24-2a7d-4723-bb96-ee2cdbe8f995,5,72111002
480,10959926,f278838d-0a00-44b0-824a-32240a0fd364,2,56173011
481,8974709,1574f03d-f2ad-4dff-ab21-2774c481b4da,23,72251117
482,15367202,3031b6cf-e349-4d44-b0ca-3f283af75dea,1,71151033
483,125128,70389307-e0c5-4143-a49a-1484bb7ab909,5,81341003
485,1101478,6d2093bf-c7d6-437b-8fcd-4a2d24618494,1,62139923
486,11822882,1af16748-e8ce-43d0-8094-40231ed73213,7,62441003
487,11562391,25d6c7cb-4c6e-4ea3-8b04-8f84cbca61e3,12,53131111
488,1101475,855e5492-11ac-4363-bbe9-9ad6dfe85386,2,72119101
489,1711075,73c2d329-a17e-46ab-bf79-b2dd1cc41ac2,24,72111002
490,3135906,86966322-6147-4c64-8c79-5195022760be,2,81111104
493,15367210,23b07a61-0092-4b16-9889-d8e521db0e7a,6,44529202
494,3794402,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,3,62111107
495,9859075,0d484aee-9aff-4a66-815c-b60ef56c79b7,3,51111003
496,9201860,71b2a9f4-e93f-40c5-9511-12835a5053d2,1,81219908
497,2694013,ba49a37a-824d-44ac-afaf-3a06e6bcd78d,1,72111002
498,5504135,73c2d329-a17e-46ab-bf79-b2dd1cc41ac2,3,62131002
499,10056658,b869173b-7921-4e11-82ff-6b3840c4a233,6,72241001
500,7146732,d5b5fc96-3d28-47b7-8e4d-f22958ed58d4,2,23611505
501,15367213,7ec62707-64f3-49ad-8b96-59da0c83cd8a,3,72251117
502,125166,5ba32992-0ab4-413a-89c9-deb1a81a2f87,10,44132001
503,10440349,6949e6b1-a078-4dfc-84e8-a4329e03858b,2,23611505
504,10959897,a954756d-a30b-40bc-9104-ac18a170fda0,4,81211202
505,8768234,56113026-3e3d-49e7-8e84-dfa7d285a09d,4,45322013
506,4599592,f0b22b1a-2848-491d-9682-cb0a7321f9a7,4,44612001
507,11442723,f278838d-0a00-44b0-824a-32240a0fd364,2,23611823
508,11722393,c4b5fe38-1374-47e3-ab66-df17ef4c8f44,4,62121003
509,10895361,b972e786-9433-41d1-9fe4-959d77d528db,1,71399045
510,5621637,6d2093bf-c7d6-437b-8fcd-4a2d24618494,3,62111107
511,5504142,73c2d329-a17e-46ab-bf79-b2dd1cc41ac2,4,62131002
512,11864770,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,8,92612002
513,13219419,f278838d-0a00-44b0-824a-32240a0fd364,10,72111001
514,10440364,71b2a9f4-e93f-40c5-9511-12835a5053d2,2,81121206
516,10731713,a5f1515a-6fe2-461a-b0bc-8aba0b4f1055,2,51119908
517,6600806,8b09b8e1-2e4d-43e0-bfca-24b3d17691a0,3,62131002
518,125172,8f578401-9974-473e-b031-aedeed1ffb0a,3,45111006
519,8504456,db9beb77-1a97-44a8-ac28-3a626e91de23,10,81311008
520,1472593,de89aca0-0f32-4cda-9740-b3b824e9929a,1,51913002
521,10440365,2230bd6b-f607-45f8-9230-afe32332244c,2,81121206
522,6775464,65e66428-99b3-4f66-8e9e-244d11607166,4,42361021
523,5353940,2230bd6b-f607-45f8-9230-afe32332244c,2,45331041
524,14502697,02c1dbea-8876-4dbd-9604-815b718bd894,20,72121101
525,7930022,f278838d-0a00-44b0-824a-32240a0fd364,2,23822025
526,2418551,6a5cfdc0-9897-4e72-83c2-295fdaf84330,15,72251505
527,125129,2597581b-b468-40d0-9ee1-157c31a8d4d9,10,52211002
528,946173,5c8aafe2-1bf0-45c2-bd54-bb282d08ca0a,2,56172001
529,10027468,ba49a37a-824d-44ac-afaf-3a06e6bcd78d,1,23831003
530,2858274,47d5c5d0-4a41-424b-a673-58c207472ad9,3,45399832
531,15367205,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,3,62111107
532,11914748,25d6c7cb-4c6e-4ea3-8b04-8f84cbca61e3,10,72251117
533,8768197,ba49a37a-824d-44ac-afaf-3a06e6bcd78d,1,81119201
534,3794392,1b88ec43-3d63-4315-b182-c124b412386a,2,81211302
535,1386996,8bcde870-8ffe-418f-bf7e-c383377fa318,1,81311008
536,125127,8e781d6f-5a02-4d05-82bb-ac0243586570,2,54121101
537,13433402,4851fde8-07fd-49d1-90eb-359403e819a6,1,62419036
538,4190726,1651b3e0-0946-4fc1-99f7-b328d65424d0,2,23611505
539,124489,deb0026f-56aa-49cf-8509-12dd07ae78bf,4,72111002
540,7470453,5590ee9d-874c-4470-8491-2d6b5cd4bf65,7,51511203
541,3489109,00773410-b137-4179-b4aa-57c8513ae387,4,62121003
542,5504111,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,10,23821007
543,4476969,dacd3680-d9e2-41c2-a817-6d16204df86a,5,72251117
544,6600814,b279d9f4-f8b2-4fbd-a0bc-0e12572bd845,5,44314218
545,7494577,ba49a37a-824d-44ac-afaf-3a06e6bcd78d,1,23611506
546,11983577,df9ca210-6b7e-431c-b473-8ea782906a07,5,72251117
547,14032709,6d2093bf-c7d6-437b-8fcd-4a2d24618494,1,62139932
548,10959921,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,16,56171009
549,6355490,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,3,54137002
550,10959920,88c9fb06-2a19-4b0e-8139-e7f6c8369233,5,23832003
551,13937198,bce325d9-7a0c-4c03-91a3-1968ad24dfdb,16,56171009
552,1101481,264e708a-7741-4914-b832-597a4e6494d4,1,54192110
553,11535068,6d2093bf-c7d6-437b-8fcd-4a2d24618494,3,62111107
554,5152675,956b0364-7ed1-4f50-8b41-bffa4a897ab9,1,42371005
555,7494564,ba49a37a-824d-44ac-afaf-3a06e6bcd78d,2,23611505
557,5152847,6949e6b1-a078-4dfc-84e8-a4329e03858b,3,23611505
558,9513912,da36644a-00b2-4dab-901a-27a3abeaf974,25,72251117
559,8974712,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,10,81341025
560,13220873,73c2d329-a17e-46ab-bf79-b2dd1cc41ac2,1,23611506
561,10952919,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,3,62111107
562,8974704,c42efed7-fd70-4b2e-9948-60167953eba9,1,23899072
563,10440345,0f27e2b4-1a75-4036-b90b-868dae59fc7e,2,45392002
564,11442706,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,4,51821013
565,12242105,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,3,62111107
566,5592665,9e8172fd-8d5a-4d60-b1d2-b9ae69812da5,2,53223006
567,8768228,c619e85a-cfcd-42b6-bc5c-cb417fa28fd9,1,56162204
568,11442710,264e708a-7741-4914-b832-597a4e6494d4,1,23834005
569,3886978,433b41ae-6423-4dad-a8eb-60e17b80a5fa,4,72251117
570,8768214,b4301af0-e716-414e-8707-d9af1f088611,5,32311109
571,5214341,276feca0-c3cd-4ca9-a4bb-168d8b03bbc2,3,44814001
572,5152642,08de0e39-7c16-42fa-9bf2-433dc3e0f2b9,2,54121101
573,5310331,16aabaa9-b98d-4e6d-b719-aaf6ee68ceac,12,44413005
574,5237127,f278838d-0a00-44b0-824a-32240a0fd364,10,72251117
576,6600808,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,18,62231005
577,1594330,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,1,44512001
578,15336813,74d85cea-692d-47e6-992f-e75b9d024f3b,3,44529202
579,2082227,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,2,23891006
581,7930025,74480775-2782-428f-968a-df6012af5cd7,2,53121003
582,13732659,6d2093bf-c7d6-437b-8fcd-4a2d24618494,3,62111107
583,9859062,09b6f120-90f6-4015-a1f4-3ea1c7d587c5,12,53229201
584,8302739,de37c5c7-1f31-440c-b0f8-b173c8120be1,2,53111002
585,7494590,bfd7ffe5-ab33-4145-995b-4c5f6c17d2fe,3,62132003
586,10440357,a8416ee4-94d6-47f7-afc6-a3f816217479,2,54121903
587,11442712,0f27e2b4-1a75-4036-b90b-868dae59fc7e,2,81211201
588,1386998,543c99a1-f069-42a4-8bbc-9cd34d0210d1,4,44419031
589,8974699,d5ff8be2-09b8-45d1-b44b-12f5845a29e0,2,53111002
590,2082214,6fc9710c-336d-4143-9eb8-8eaaa7530f14,2,54121101
591,7494591,bfd7ffe5-ab33-4145-995b-4c5f6c17d2fe,3,62132003
593,125180,7e06d361-c75c-433a-b2b8-f26286c48737,13,61111007
594,8974711,51de717f-b22a-49e2-9d54-d342696b2d72,3,44819029
595,9201865,ba49a37a-824d-44ac-afaf-3a06e6bcd78d,2,56161107
596,7494554,63b20c2a-41c0-4314-979c-1f71adc274ad,2,54111002
597,12486857,16aabaa9-b98d-4e6d-b719-aaf6ee68ceac,10,44314218
598,9513910,f464eb1f-cf63-4825-9180-21707f455e0a,2,81211202
599,7930038,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,2,53112008
601,7929970,f278838d-0a00-44b0-824a-32240a0fd364,1,81141201
602,12315209,27eb6d95-6fae-4f3a-8aa1-6f65f3f55977,6,71394011
604,6799419,143794fc-8a6b-4066-9056-5a25c53ce436,2,31213001
605,9859058,49cca224-74e9-49ee-ba31-3fed51cc9110,4,48799002
606,1919312,6949e6b1-a078-4dfc-84e8-a4329e03858b,1,48841006
607,3164150,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,3,62111107
608,11442707,8b09b8e1-2e4d-43e0-bfca-24b3d17691a0,1,23611505
609,2807371,6d2093bf-c7d6-437b-8fcd-4a2d24618494,1,62139923
610,13703327,6a5cfdc0-9897-4e72-83c2-295fdaf84330,1,62133002
611,3346228,6d2093bf-c7d6-437b-8fcd-4a2d24618494,3,62111107
612,6352491,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,2,81391002
613,11740331,ff453c30-da75-48ce-974b-6a7e55c975ee,1,54138004
614,5504092,31b39bfa-1988-4f64-aab7-fc4d90ea5e7b,2,54111002
616,13735888,bc2b1846-bf3c-4698-a7f6-a4dc291aa292,2,54121903
617,14502699,63b20c2a-41c0-4314-979c-1f71adc274ad,1,53121003
618,8302731,264e708a-7741-4914-b832-597a4e6494d4,14,72251117
620,1944570,73c2d329-a17e-46ab-bf79-b2dd1cc41ac2,3,81331908
621,8974715,f2fce69b-2693-4624-9c9b-2eeed6fa7672,10,72111002
622,3794404,6d2093bf-c7d6-437b-8fcd-4a2d24618494,3,62111107
623,7494565,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,3,23611505
624,7316144,956b0364-7ed1-4f50-8b41-bffa4a897ab9,1,81141220
625,9859071,c619e85a-cfcd-42b6-bc5c-cb417fa28fd9,3,81299030
626,5504100,f278838d-0a00-44b0-824a-32240a0fd364,1,23811001
627,12528579,59f59640-f0c5-495e-b3ea-925d387937b3,3,72251512
629,7494572,86f1f519-0fe3-4830-92ff-7bd226bfe929,3,42331013
630,6365128,f278838d-0a00-44b0-824a-32240a0fd364,2,52393002
631,3794395,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,1,23832003
632,2256738,09b6f120-90f6-4015-a1f4-3ea1c7d587c5,25,72111002
633,6600770,31b39bfa-1988-4f64-aab7-fc4d90ea5e7b,2,54111002
634,10962685,356ae3e5-30cd-405c-a268-32f9fcabb898,1,56159908
635,7494549,e30c6646-6336-4840-a6ab-b24414b860d5,2,53111002
636,10027476,f278838d-0a00-44b0-824a-32240a0fd364,1,23611505
637,15103169,1a95cae6-4b8b-4293-aee8-16a6e99d69aa,2,81299030
638,1027415,57f526b8-6665-4586-bcc6-f4c4c855a980,5,81112102
639,11541460,6d2093bf-c7d6-437b-8fcd-4a2d24618494,3,62111107
640,9859059,56113026-3e3d-49e7-8e84-dfa7d285a09d,2,45322013
642,1386990,4851fde8-07fd-49d1-90eb-359403e819a6,3,54121101
643,3674374,f7ef37ff-a6e0-45ab-90b7-9f4c7c304c15,10,44511003
644,4475049,1651b3e0-0946-4fc1-99f7-b328d65424d0,2,23611512
645,14502701,524584c3-19be-4f2f-bf38-51ffd28a4bd9,6,92612004
646,3887098,860edc35-9b6c-4597-a8b0-5af7367cd727,6,52211002
647,125142,50523288-68c3-4ea4-837f-e567b48f3e92,2,42443012
648,10959919,01caa447-5f93-4d40-8828-65362e526b9a,1,53139008
649,11765954,51de717f-b22a-49e2-9d54-d342696b2d72,7,44511003
650,3794314,3a497b68-28b7-4207-aaa4-90aba4a98019,2,81211202
651,7494622,27eb6d95-6fae-4f3a-8aa1-6f65f3f55977,3,54194009
652,2073008,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,2,71311001
653,14502705,6b0688f7-c132-4330-9c21-1585dd85c72d,2,53113001
654,15367203,00773410-b137-4179-b4aa-57c8513ae387,1,62131002
655,7236691,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,3,62111107
657,5721098,47a9ef87-fcfc-4e9b-8202-69d052575b54,15,72251115
658,8768212,9e8172fd-8d5a-4d60-b1d2-b9ae69812da5,8,72251115
659,7736111,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,3,62111107
660,12315241,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,1,62133002
662,11676972,74d85cea-692d-47e6-992f-e75b9d024f3b,2,44831012
663,9201857,f278838d-0a00-44b0-824a-32240a0fd364,4,44221009
664,7314623,0230dcab-e3d6-4f96-b0bf-6d565f39eaca,3,44422008
665,11442720,bc2b1846-bf3c-4698-a7f6-a4dc291aa292,2,62412003
666,15600369,f278838d-0a00-44b0-824a-32240a0fd364,2,92212004
667,3084689,0f27e2b4-1a75-4036-b90b-868dae59fc7e,2,81299030
668,5504128,69be26d0-c2a5-4754-9f26-3dc1a8727375,3,62132003
669,8504458,6a5cfdc0-9897-4e72-83c2-295fdaf84330,4,44511003
670,125168,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,390,62149301
671,14502714,29c5c566-0b1c-40ab-b69f-b996ad9b5da0,4,45322013
672,5152715,a4526ab8-7706-4012-9fbb-7b080bf3269f,5,72111002
673,5152640,36b2ebb5-8083-4c1d-b27a-a920c017fbc3,1,54121101
674,9859061,25bc3a48-29df-4335-ac04-3e186976490c,50,62412003
675,10517785,3b64760e-43dd-479f-bd3c-a1340187c7c5,8,53121003
676,11174358,ad9b7cc0-652e-4ac7-8a3b-c1bf8e986159,6,62431009
677,968837,ad9b7cc0-652e-4ac7-8a3b-c1bf8e986159,8,62431009
678,4754286,f278838d-0a00-44b0-824a-32240a0fd364,2,81222002
679,10016595,28d9c967-506f-4a1a-b117-a0893b951ca0,3,72251505
680,8974706,b869173b-7921-4e11-82ff-6b3840c4a233,2,81391002
681,7494552,0d484aee-9aff-4a66-815c-b60ef56c79b7,2,54111002
683,8504451,95234428-24af-4416-93f8-e779d161ba02,75,72119909
685,9717805,984d3237-f46f-4219-a395-d7609d3e082c,5,51112006
686,3887044,041e0e35-5793-4d69-be7f-5c0b00ac5fe8,5,54194009
687,8768194,f1a032c2-a429-4a8e-ba9d-0731c9ece83f,1,45331001
688,11463519,f278838d-0a00-44b0-824a-32240a0fd364,5,72251505
689,7316322,63b20c2a-41c0-4314-979c-1f71adc274ad,4,53131111
690,1417947,860edc35-9b6c-4597-a8b0-5af7367cd727,3,62121003
691,8302734,3bfc3fdd-320a-4d1a-bc88-85e9c0340641,1,81231001
692,3864553,096bbe43-c1a0-47e0-9a00-f4de32b50955,2,23832003
693,5504115,1c814a0b-a55f-4960-b74c-4e20b1a69c71,4,81221002
694,15600370,4ba97e52-f049-4cac-9500-74761d2eaef3,2,23899055
695,10027456,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,10,56171009
696,1921507,0a8c8d9f-8e4d-4d95-9f4a-aa273fe92f27,77,72251117
698,3500296,860edc35-9b6c-4597-a8b0-5af7367cd727,2,33911603
699,3886993,0bf34a44-f8fe-41b4-a241-7c71ed06aa20,4,44419031
700,7930026,74480775-2782-428f-968a-df6012af5cd7,2,53121003
701,10027459,fdf7cbb1-d938-4ffd-beeb-58ef8cfce694,2,56171009
702,10564113,b869173b-7921-4e11-82ff-6b3840c4a233,5,44211012
703,11013338,b5b1c3d3-2b3b-4312-b16d-b1bb23e9c100,2,44512001
704,15203740,f278838d-0a00-44b0-824a-32240a0fd364,3,81111104
705,8197437,f278838d-0a00-44b0-824a-32240a0fd364,10,71219004
706,7494551,6d8ec4ad-0858-4281-8088-160dbb0e5773,2,54111002
707,12353035,8b09a90f-f8a9-4510-8fe9-da6fd869b23d,72,62421001
708,3794325,ae0435ae-3da1-41ef-8a04-5ebbdf16de85,3,44819029
709,7117652,e631b48f-29bf-4c8c-8a33-0ef0f86ba89e,1,62139923